Parameters: 7032414 Seed: 1405
Epoch		Loss(Tr)	mIOU (val)	lr
0		1.4838		0.5447		0.3982042
1		1.0028				0.3964028
2		0.7553				0.3946005
3		0.6233				0.3927974
4		0.5313				0.3909933
5		0.4720				0.3891882
6		0.4307				0.3873823
0		1.4363		0.6031		0.3982042
1		0.9484				0.3964028
2		0.7162				0.3946005
3		0.6022				0.3927974
4		0.5158				0.3909933
5		0.4671				0.3891882
6		0.4218				0.3873823
7		0.3788				0.3855754
8		0.3562				0.3837676
9		0.3318				0.3819588
10		0.3070		0.7642		0.3801491
11		0.2871				0.3783384
12		0.2784				0.3765267
13		0.2596				0.3747141
14		0.2481				0.3729005
15		0.2383				0.3710859
16		0.2326				0.3692704
17		0.2200				0.3674538
18		0.2059				0.3656363
19		0.2102				0.3638177
20		0.1995		0.8401		0.3619981
21		0.1975				0.3601775
22		0.1884				0.3583559
23		0.1829				0.3565333
24		0.1860				0.3547096
25		0.1829				0.3528849
26		0.1811				0.3510591
27		0.1729				0.3492323
28		0.1678				0.3474044
29		0.1613				0.3455755
30		0.1570		0.7934		0.3437455
31		0.1643				0.3419143
32		0.1576				0.3400821
33		0.1545				0.3382488
34		0.1550				0.3364144
35		0.1608				0.3345789
36		0.1478				0.3327423
37		0.1480				0.3309045
38		0.1500				0.3290656
39		0.1442				0.3272256
40		0.1375		0.8276		0.3253844
41		0.1391				0.3235420
42		0.1426				0.3216985
43		0.1370				0.3198538
44		0.1358				0.3180080
45		0.1290				0.3161609
46		0.1366				0.3143126
47		0.1354				0.3124632
48		0.1287				0.3106125
49		0.1264				0.3087606
50		0.1299		0.8496		0.3069074
51		0.1259				0.3050530
52		0.1200				0.3031974
53		0.1182				0.3013404
54		0.1241				0.2994823
55		0.1237				0.2976228
56		0.1290				0.2957620
57		0.1218				0.2939000
58		0.1146				0.2920366
59		0.1177				0.2901719
60		0.1135		0.7988		0.2883059
61		0.1170				0.2864385
62		0.1063				0.2845698
63		0.1100				0.2826997
64		0.1115				0.2808283
65		0.1185				0.2789554
66		0.1088				0.2770812
67		0.1074				0.2752055
68		0.1093				0.2733284
69		0.1047				0.2714499
70		0.1036		0.8121		0.2695700
71		0.1085				0.2676886
72		0.1074				0.2658057
73		0.0992				0.2639213
74		0.1001				0.2620354
75		0.0963				0.2601481
76		0.0999				0.2582592
77		0.0966				0.2563687
78		0.0941				0.2544768
79		0.1039				0.2525832
80		0.0971		0.8156		0.2506881
81		0.0925				0.2487914
82		0.0881				0.2468930
83		0.0994				0.2449931
84		0.0929				0.2430915
85		0.0834				0.2411883
86		0.0917				0.2392833
87		0.0871				0.2373767
88		0.0929				0.2354684
89		0.0842				0.2335584
90		0.0830		0.8495		0.2316467
91		0.0862				0.2297331
92		0.0818				0.2278179
93		0.0838				0.2259008
94		0.0839				0.2239819
95		0.0788				0.2220612
96		0.0801				0.2201386
97		0.0773				0.2182142
98		0.0862				0.2162879
99		0.0700				0.2143596
100		0.0832		0.8302		0.2124295
101		0.0780				0.2104974
102		0.0757				0.2085633
103		0.0736				0.2066272
104		0.0768				0.2046891
105		0.0727				0.2027490
106		0.0664				0.2008068
107		0.0720				0.1988625
108		0.0719				0.1969161
109		0.0712				0.1949676
110		0.0668		0.8495		0.1930169
111		0.0663				0.1910640
112		0.0708				0.1891088
113		0.0611				0.1871515
114		0.0596				0.1851918
115		0.0647				0.1832299
116		0.0633				0.1812656
117		0.0666				0.1792989
118		0.0654				0.1773299
119		0.0542				0.1753584
120		0.0631		0.8313		0.1733844
121		0.0578				0.1714080
122		0.0627				0.1694290
123		0.0534				0.1674474
124		0.0606				0.1654632
125		0.0580				0.1634764
126		0.0531				0.1614869
127		0.0531				0.1594947
128		0.0514				0.1574997
129		0.0492				0.1555018
130		0.0489		0.8217		0.1535012
131		0.0479				0.1514976
132		0.0529				0.1494911
133		0.0527				0.1474816
134		0.0500				0.1454690
135		0.0530				0.1434533
136		0.0440				0.1414345
137		0.0432				0.1394125
138		0.0407				0.1373872
139		0.0457				0.1353586
